country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,New South Wales,,AU-NSW,,2020-09-14,-14,-3,2,-38,-12,6
AU,Australia,Northern Territory,,AU-NT,,2020-09-14,22,27,79,-19,21,-2
AU,Australia,Queensland,,AU-QLD,,2020-09-14,-6,-1,7,-35,-2,2
AU,Australia,South Australia,,AU-SA,,2020-09-14,-6,9,-13,-14,1,1
AU,Australia,Tasmania,,AU-TAS,,2020-09-14,-21,-12,-54,-35,4,1
AU,Australia,Victoria,,AU-VIC,,2020-09-14,-47,-20,5,-72,-43,19
AU,Australia,Western Australia,,AU-WA,,2020-09-14,-3,2,-5,-24,2,1
AU,Australia,,,,,2020-09-14,-18,-6,-1,-44,-15,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-15,-10,-3,9,-32,-2,6
AU,Australia,New South Wales,,AU-NSW,,2020-09-15,-15,-4,-8,-38,-14,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-15,18,20,66,-23,16,-2
AU,Australia,Queensland,,AU-QLD,,2020-09-15,-7,0,16,-35,-6,2
AU,Australia,South Australia,,AU-SA,,2020-09-15,-6,3,-5,-13,-2,1
AU,Australia,Tasmania,,AU-TAS,,2020-09-15,-20,-9,-41,-33,3,1
AU,Australia,Victoria,,AU-VIC,,2020-09-15,-47,-18,-10,-72,-44,20
AU,Australia,Western Australia,,AU-WA,,2020-09-15,-1,2,1,-21,2,0
AU,Australia,,,,,2020-09-15,-19,-5,-4,-43,-17,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-16,-9,0,14,-29,-7,6
AU,Australia,New South Wales,,AU-NSW,,2020-09-16,-14,-3,4,-36,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-16,20,23,67,-23,18,-2
AU,Australia,Queensland,,AU-QLD,,2020-09-16,-6,-2,12,-32,-7,3
AU,Australia,South Australia,,AU-SA,,2020-09-16,-6,1,-4,-16,-2,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-16,-18,-12,-43,-35,3,2
AU,Australia,Victoria,,AU-VIC,,2020-09-16,-47,-16,-11,-72,-43,21
AU,Australia,Western Australia,,AU-WA,,2020-09-16,-2,1,-8,-23,2,1
AU,Australia,,,,,2020-09-16,-18,-6,0,-42,-17,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-17,-9,0,21,-26,-6,5
AU,Australia,New South Wales,,AU-NSW,,2020-09-17,-12,-5,8,-36,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-17,20,18,68,-23,14,-1
AU,Australia,Queensland,,AU-QLD,,2020-09-17,-7,-2,17,-34,-9,2
AU,Australia,South Australia,,AU-SA,,2020-09-17,-6,0,-23,-16,-4,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-17,-16,-12,-34,-36,1,2
AU,Australia,Victoria,,AU-VIC,,2020-09-17,-50,-18,-33,-74,-44,22
AU,Australia,Western Australia,,AU-WA,,2020-09-17,-2,-2,-5,-22,1,1
AU,Australia,,,,,2020-09-17,-20,-7,-2,-43,-18,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-18,-6,-2,15,-25,-5,6
AU,Australia,New South Wales,,AU-NSW,,2020-09-18,-13,-2,-14,-35,-12,6
AU,Australia,Northern Territory,,AU-NT,,2020-09-18,25,32,60,-24,17,-3
AU,Australia,Queensland,,AU-QLD,,2020-09-18,-5,-2,10,-32,-7,2
AU,Australia,South Australia,,AU-SA,,2020-09-18,-4,3,-6,-12,-1,1
AU,Australia,Tasmania,,AU-TAS,,2020-09-18,-14,-12,-34,-37,5,1
AU,Australia,Victoria,,AU-VIC,,2020-09-18,-45,-12,-21,-71,-43,21
AU,Australia,Western Australia,,AU-WA,,2020-09-18,1,1,-4,-24,1,0
AU,Australia,,,,,2020-09-18,-17,-2,-8,-41,-16,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-19,3,-2,89,-18,4,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-19,-10,-2,8,-25,-6,2
AU,Australia,Northern Territory,,AU-NT,,2020-09-19,25,24,81,-28,3,-2
AU,Australia,Queensland,,AU-QLD,,2020-09-19,-2,1,19,-28,-8,1
AU,Australia,South Australia,,AU-SA,,2020-09-19,-2,1,-16,-17,-10,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-19,-11,-15,-30,-41,-12,2
AU,Australia,Victoria,,AU-VIC,,2020-09-19,-49,-15,-6,-64,-26,16
AU,Australia,Western Australia,,AU-WA,,2020-09-19,2,2,-23,-34,-6,2
AU,Australia,,,,,2020-09-19,-16,-4,7,-36,-12,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-20,-6,-1,2,-33,-4,3
AU,Australia,New South Wales,,AU-NSW,,2020-09-20,-13,-4,-14,-39,-10,4
AU,Australia,Northern Territory,,AU-NT,,2020-09-20,23,26,62,-38,4,0
AU,Australia,Queensland,,AU-QLD,,2020-09-20,-1,1,30,-34,-10,1
AU,Australia,South Australia,,AU-SA,,2020-09-20,-2,3,9,-27,-12,1
AU,Australia,Tasmania,,AU-TAS,,2020-09-20,-18,-10,-39,-48,-14,2
AU,Australia,Victoria,,AU-VIC,,2020-09-20,-50,-21,-15,-69,-30,14
AU,Australia,Western Australia,,AU-WA,,2020-09-20,-2,-1,-29,-44,-8,4
AU,Australia,,,,,2020-09-20,-19,-7,-1,-44,-15,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-21,-15,-5,-10,-26,-6,7
AU,Australia,New South Wales,,AU-NSW,,2020-09-21,-14,-5,1,-38,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-21,23,30,56,-16,19,-1
AU,Australia,Queensland,,AU-QLD,,2020-09-21,-3,0,15,-36,-17,4
AU,Australia,South Australia,,AU-SA,,2020-09-21,-7,9,-23,-18,-1,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-21,-21,-10,-53,-39,3,3
AU,Australia,Victoria,,AU-VIC,,2020-09-21,-46,-18,2,-72,-44,19
AU,Australia,Western Australia,,AU-WA,,2020-09-21,-4,2,-20,-26,1,2
AU,Australia,,,,,2020-09-21,-17,-6,-3,-44,-19,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-22,-10,-1,-6,-32,-3,6
AU,Australia,New South Wales,,AU-NSW,,2020-09-22,-15,-4,-8,-37,-14,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-22,19,23,50,-23,16,-1
AU,Australia,Queensland,,AU-QLD,,2020-09-22,-5,-1,22,-36,-19,4
AU,Australia,South Australia,,AU-SA,,2020-09-22,-9,1,-37,-23,-4,4
AU,Australia,Tasmania,,AU-TAS,,2020-09-22,-23,-12,-52,-40,2,3
AU,Australia,Victoria,,AU-VIC,,2020-09-22,-48,-18,-36,-74,-46,21
AU,Australia,Western Australia,,AU-WA,,2020-09-22,-2,2,-14,-24,2,2
AU,Australia,,,,,2020-09-22,-19,-6,-14,-44,-20,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-23,-13,0,-22,-32,-6,7
AU,Australia,New South Wales,,AU-NSW,,2020-09-23,-15,-3,-6,-37,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-23,19,24,43,-23,19,-1
AU,Australia,Queensland,,AU-QLD,,2020-09-23,-5,-2,14,-35,-20,5
AU,Australia,South Australia,,AU-SA,,2020-09-23,-8,3,-29,-21,-2,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-23,-19,-12,-51,-42,4,3
AU,Australia,Victoria,,AU-VIC,,2020-09-23,-47,-15,-37,-74,-44,22
AU,Australia,Western Australia,,AU-WA,,2020-09-23,-1,0,-10,-24,3,2
AU,Australia,,,,,2020-09-23,-18,-6,-12,-44,-19,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-24,-10,0,-9,-28,-4,6
AU,Australia,New South Wales,,AU-NSW,,2020-09-24,-12,-3,-2,-36,-12,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-24,20,19,41,-24,16,0
AU,Australia,Queensland,,AU-QLD,,2020-09-24,-6,-1,22,-36,-20,4
AU,Australia,South Australia,,AU-SA,,2020-09-24,-8,0,-40,-24,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-09-24,-18,-11,-42,-41,4,3
AU,Australia,Victoria,,AU-VIC,,2020-09-24,-49,-16,-27,-75,-44,22
AU,Australia,Western Australia,,AU-WA,,2020-09-24,-1,-1,-10,-24,2,2
AU,Australia,,,,,2020-09-24,-19,-5,-5,-44,-20,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-25,-13,-6,-40,-33,-5,9
AU,Australia,New South Wales,,AU-NSW,,2020-09-25,-14,-1,-22,-36,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-25,23,33,34,-27,20,-1
AU,Australia,Queensland,,AU-QLD,,2020-09-25,-5,1,12,-35,-17,4
AU,Australia,South Australia,,AU-SA,,2020-09-25,-6,4,-39,-22,-1,4
AU,Australia,Tasmania,,AU-TAS,,2020-09-25,-20,-13,-54,-49,6,5
AU,Australia,Victoria,,AU-VIC,,2020-09-25,-49,-15,-59,-76,-44,24
AU,Australia,Western Australia,,AU-WA,,2020-09-25,2,6,-12,-28,-1,2
AU,Australia,,,,,2020-09-25,-18,-2,-24,-44,-19,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-26,-1,1,22,-26,5,2
AU,Australia,New South Wales,,AU-NSW,,2020-09-26,-10,2,-5,-27,-4,3
AU,Australia,Northern Territory,,AU-NT,,2020-09-26,24,27,51,-34,7,-1
AU,Australia,Queensland,,AU-QLD,,2020-09-26,-3,3,13,-31,-6,2
AU,Australia,South Australia,,AU-SA,,2020-09-26,-3,3,-24,-25,-7,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-26,-10,-13,-44,-53,-10,3
AU,Australia,Victoria,,AU-VIC,,2020-09-26,-51,-13,-47,-70,-25,19
AU,Australia,Western Australia,,AU-WA,,2020-09-26,2,4,-20,-35,-8,2
AU,Australia,,,,,2020-09-26,-17,-2,-11,-39,-10,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-27,-4,0,44,-29,-1,1
AU,Australia,New South Wales,,AU-NSW,,2020-09-27,-8,-3,14,-32,-7,3
AU,Australia,Northern Territory,,AU-NT,,2020-09-27,22,23,43,-40,6,0
AU,Australia,Queensland,,AU-QLD,,2020-09-27,0,2,22,-36,-10,1
AU,Australia,South Australia,,AU-SA,,2020-09-27,-3,3,2,-29,-10,1
AU,Australia,Tasmania,,AU-TAS,,2020-09-27,-17,-11,-40,-56,-10,3
AU,Australia,Victoria,,AU-VIC,,2020-09-27,-50,-20,-19,-69,-28,14
AU,Australia,Western Australia,,AU-WA,,2020-09-27,7,-1,3,-36,-7,1
AU,Australia,,,,,2020-09-27,-16,-6,9,-40,-13,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-28,-8,2,14,-32,-18,7
AU,Australia,New South Wales,,AU-NSW,,2020-09-28,-10,-1,1,-41,-24,8
AU,Australia,Northern Territory,,AU-NT,,2020-09-28,24,31,57,-27,8,2
AU,Australia,Queensland,,AU-QLD,,2020-09-28,-3,2,4,-38,-16,5
AU,Australia,South Australia,,AU-SA,,2020-09-28,-3,11,-3,-21,-11,4
AU,Australia,Tasmania,,AU-TAS,,2020-09-28,-17,-9,-43,-49,-10,4
AU,Australia,Victoria,,AU-VIC,,2020-09-28,-43,-13,9,-72,-42,18
AU,Australia,Western Australia,,AU-WA,,2020-09-28,-5,-5,0,-54,-66,14
AU,Australia,,,,,2020-09-28,-15,-3,1,-49,-30,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-29,-6,-1,10,-36,-15,8
AU,Australia,New South Wales,,AU-NSW,,2020-09-29,-12,-1,-7,-41,-25,9
AU,Australia,Northern Territory,,AU-NT,,2020-09-29,21,23,51,-30,3,2
AU,Australia,Queensland,,AU-QLD,,2020-09-29,-3,1,14,-37,-18,5
AU,Australia,South Australia,,AU-SA,,2020-09-29,-7,1,-37,-27,-15,6
AU,Australia,Tasmania,,AU-TAS,,2020-09-29,-18,-9,-33,-45,-11,4
AU,Australia,Victoria,,AU-VIC,,2020-09-29,-43,-13,-14,-72,-43,20
AU,Australia,Western Australia,,AU-WA,,2020-09-29,3,9,-14,-30,-11,4
AU,Australia,,,,,2020-09-29,-16,-2,-9,-46,-25,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-30,-10,0,-28,-36,-20,9
AU,Australia,New South Wales,,AU-NSW,,2020-09-30,-12,-1,-13,-41,-25,9
AU,Australia,Northern Territory,,AU-NT,,2020-09-30,23,27,49,-30,5,2
AU,Australia,Queensland,,AU-QLD,,2020-09-30,-4,-1,9,-36,-20,5
AU,Australia,South Australia,,AU-SA,,2020-09-30,-5,4,-26,-25,-14,5
AU,Australia,Tasmania,,AU-TAS,,2020-09-30,-16,-11,-44,-44,-12,5
AU,Australia,Victoria,,AU-VIC,,2020-09-30,-45,-14,-35,-73,-42,20
AU,Australia,Western Australia,,AU-WA,,2020-09-30,1,3,-9,-28,-11,4
AU,Australia,,,,,2020-09-30,-16,-4,-14,-46,-26,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-01,-3,6,14,-29,-17,6
AU,Australia,New South Wales,,AU-NSW,,2020-10-01,-8,1,7,-38,-23,8
AU,Australia,Northern Territory,,AU-NT,,2020-10-01,25,22,54,-28,3,1
AU,Australia,Queensland,,AU-QLD,,2020-10-01,-5,2,15,-37,-19,4
AU,Australia,South Australia,,AU-SA,,2020-10-01,2,7,6,-14,-14,3
AU,Australia,Tasmania,,AU-TAS,,2020-10-01,-14,-8,-30,-42,-10,4
AU,Australia,Victoria,,AU-VIC,,2020-10-01,-44,-10,-4,-71,-41,19
AU,Australia,Western Australia,,AU-WA,,2020-10-01,0,1,-8,-28,-11,4
AU,Australia,,,,,2020-10-01,-15,-1,7,-44,-25,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-02,-4,3,38,-29,-20,7
AU,Australia,New South Wales,,AU-NSW,,2020-10-02,-9,5,9,-36,-25,6
AU,Australia,Northern Territory,,AU-NT,,2020-10-02,26,35,37,-27,4,0
AU,Australia,Queensland,,AU-QLD,,2020-10-02,-3,4,15,-33,-18,3
AU,Australia,South Australia,,AU-SA,,2020-10-02,-2,8,15,-14,-17,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-02,-16,-10,-39,-44,-12,5
AU,Australia,Victoria,,AU-VIC,,2020-10-02,-40,-5,7,-69,-40,19
AU,Australia,Western Australia,,AU-WA,,2020-10-02,0,4,-27,-32,-12,4
AU,Australia,,,,,2020-10-02,-14,4,6,-41,-25,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-03,-1,-5,105,-23,1,-1
AU,Australia,New South Wales,,AU-NSW,,2020-10-03,-10,2,24,-22,-11,1
AU,Australia,Northern Territory,,AU-NT,,2020-10-03,23,25,49,-32,4,-1
AU,Australia,Queensland,,AU-QLD,,2020-10-03,-3,4,13,-27,-9,1
AU,Australia,South Australia,,AU-SA,,2020-10-03,-6,5,0,-16,-14,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-03,-14,-14,-42,-44,-12,3
AU,Australia,Victoria,,AU-VIC,,2020-10-03,-45,-6,2,-62,-21,15
AU,Australia,Western Australia,,AU-WA,,2020-10-03,4,3,-9,-26,-7,2
AU,Australia,,,,,2020-10-03,-16,0,16,-33,-13,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-04,-2,-9,120,-30,-4,-1
AU,Australia,New South Wales,,AU-NSW,,2020-10-04,-7,-6,51,-24,-12,0
AU,Australia,Northern Territory,,AU-NT,,2020-10-04,23,23,39,-42,3,0
AU,Australia,Queensland,,AU-QLD,,2020-10-04,2,1,29,-31,-11,0
AU,Australia,South Australia,,AU-SA,,2020-10-04,-5,5,-23,-26,-15,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-04,-25,-16,-59,-52,-15,5
AU,Australia,Victoria,,AU-VIC,,2020-10-04,-48,-16,-22,-67,-27,14
AU,Australia,Western Australia,,AU-WA,,2020-10-04,4,0,-3,-35,-8,2
AU,Australia,,,,,2020-10-04,-15,-6,19,-35,-16,4
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-05,-8,5,71,-55,-75,14
AU,Australia,New South Wales,,AU-NSW,,2020-10-05,-9,-3,62,-52,-71,13
AU,Australia,Northern Territory,,AU-NT,,2020-10-05,26,29,45,-24,4,1
AU,Australia,Queensland,,AU-QLD,,2020-10-05,-10,-8,33,-53,-69,14
AU,Australia,South Australia,,AU-SA,,2020-10-05,-29,-43,12,-45,-71,14
AU,Australia,Tasmania,,AU-TAS,,2020-10-05,-21,-10,-59,-45,-13,5
AU,Australia,Victoria,,AU-VIC,,2020-10-05,-48,-16,-39,-72,-40,19
AU,Australia,Western Australia,,AU-WA,,2020-10-05,1,4,-8,-28,-12,3
AU,Australia,,,,,2020-10-05,-19,-10,17,-55,-55,13
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-06,-11,1,-37,-42,-21,9
AU,Australia,New South Wales,,AU-NSW,,2020-10-06,-11,5,-17,-42,-28,8
AU,Australia,Northern Territory,,AU-NT,,2020-10-06,22,23,30,-30,1,1
AU,Australia,Queensland,,AU-QLD,,2020-10-06,-6,8,-3,-33,-5,2
AU,Australia,South Australia,,AU-SA,,2020-10-06,1,20,-13,-17,-16,3
AU,Australia,Tasmania,,AU-TAS,,2020-10-06,-17,-10,-32,-40,-12,3
AU,Australia,Victoria,,AU-VIC,,2020-10-06,-47,-16,-47,-73,-41,20
AU,Australia,Western Australia,,AU-WA,,2020-10-06,3,4,-2,-25,-11,3
AU,Australia,,,,,2020-10-06,-17,1,-21,-45,-23,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-07,-14,-2,-38,-39,-21,10
AU,Australia,New South Wales,,AU-NSW,,2020-10-07,-13,-1,-17,-42,-25,9
AU,Australia,Northern Territory,,AU-NT,,2020-10-07,21,24,33,-32,4,1
AU,Australia,Queensland,,AU-QLD,,2020-10-07,-9,0,-3,-33,-5,3
AU,Australia,South Australia,,AU-SA,,2020-10-07,-8,3,-45,-27,-16,6
AU,Australia,Tasmania,,AU-TAS,,2020-10-07,-14,-11,-32,-41,-11,2
AU,Australia,Victoria,,AU-VIC,,2020-10-07,-47,-14,-47,-72,-38,20
AU,Australia,Western Australia,,AU-WA,,2020-10-07,1,1,-11,-27,-10,3
AU,Australia,,,,,2020-10-07,-18,-4,-22,-45,-21,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-08,-11,-1,-16,-36,-20,9
AU,Australia,New South Wales,,AU-NSW,,2020-10-08,-10,-1,1,-39,-23,8
AU,Australia,Northern Territory,,AU-NT,,2020-10-08,22,19,39,-31,2,2
AU,Australia,Queensland,,AU-QLD,,2020-10-08,-9,1,3,-35,-5,2
AU,Australia,South Australia,,AU-SA,,2020-10-08,-2,7,-22,-24,-15,5
AU,Australia,Tasmania,,AU-TAS,,2020-10-08,-24,-19,-58,-54,-23,9
AU,Australia,Victoria,,AU-VIC,,2020-10-08,-50,-16,-51,-75,-39,21
AU,Australia,Western Australia,,AU-WA,,2020-10-08,1,1,-7,-28,-10,4
AU,Australia,,,,,2020-10-08,-19,-4,-13,-46,-22,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-09,-6,-1,10,-31,-16,8
AU,Australia,New South Wales,,AU-NSW,,2020-10-09,-11,1,1,-36,-22,6
AU,Australia,Northern Territory,,AU-NT,,2020-10-09,23,31,34,-25,7,1
AU,Australia,Queensland,,AU-QLD,,2020-10-09,-6,1,0,-32,-1,2
AU,Australia,South Australia,,AU-SA,,2020-10-09,-2,6,1,-18,-11,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-09,-16,-9,-44,-49,-12,6
AU,Australia,Victoria,,AU-VIC,,2020-10-09,-43,-7,-37,-71,-37,20
AU,Australia,Western Australia,,AU-WA,,2020-10-09,2,3,-7,-30,-10,3
AU,Australia,,,,,2020-10-09,-16,1,-9,-42,-19,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-10,0,-2,77,-23,8,1
AU,Australia,New South Wales,,AU-NSW,,2020-10-10,-10,1,14,-24,-2,2
AU,Australia,Northern Territory,,AU-NT,,2020-10-10,22,22,49,-34,7,-1
AU,Australia,Queensland,,AU-QLD,,2020-10-10,-2,4,10,-30,-3,2
AU,Australia,South Australia,,AU-SA,,2020-10-10,-3,4,0,-20,-6,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-10,-12,-14,-36,-49,-9,3
AU,Australia,Victoria,,AU-VIC,,2020-10-10,-43,-5,-3,-62,-17,15
AU,Australia,Western Australia,,AU-WA,,2020-10-10,3,3,-4,-30,-4,2
AU,Australia,,,,,2020-10-10,-15,0,11,-35,-6,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-11,-2,3,69,-28,1,1
AU,Australia,New South Wales,,AU-NSW,,2020-10-11,-10,0,22,-32,-6,3
AU,Australia,Northern Territory,,AU-NT,,2020-10-11,22,26,29,-38,10,0
AU,Australia,Queensland,,AU-QLD,,2020-10-11,-2,4,12,-36,-7,2
AU,Australia,South Australia,,AU-SA,,2020-10-11,-2,6,13,-26,-9,1
AU,Australia,Tasmania,,AU-TAS,,2020-10-11,-18,-9,-38,-51,-9,3
AU,Australia,Victoria,,AU-VIC,,2020-10-11,-45,-12,-11,-67,-23,13
AU,Australia,Western Australia,,AU-WA,,2020-10-11,4,2,-2,-38,-5,2
AU,Australia,,,,,2020-10-11,-16,-2,12,-39,-11,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-12,-11,2,-1,-25,-2,5
AU,Australia,New South Wales,,AU-NSW,,2020-10-12,-14,-1,-10,-38,-12,7
AU,Australia,Northern Territory,,AU-NT,,2020-10-12,20,29,31,-22,23,1
AU,Australia,Queensland,,AU-QLD,,2020-10-12,-7,1,-11,-36,-1,3
AU,Australia,South Australia,,AU-SA,,2020-10-12,-7,12,-13,-15,1,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-12,-20,-9,-52,-38,5,2
AU,Australia,Victoria,,AU-VIC,,2020-10-12,-42,-12,6,-68,-34,15
AU,Australia,Western Australia,,AU-WA,,2020-10-12,-2,4,-14,-29,-1,3
AU,Australia,,,,,2020-10-12,-17,-2,-10,-43,-13,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-13,-9,0,-1,-29,0,5
AU,Australia,New South Wales,,AU-NSW,,2020-10-13,-15,-2,-12,-37,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-10-13,17,21,25,-24,17,0
AU,Australia,Queensland,,AU-QLD,,2020-10-13,-8,0,1,-34,-3,3
AU,Australia,South Australia,,AU-SA,,2020-10-13,-6,5,-12,-15,-1,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-13,-19,-8,-43,-37,5,2
AU,Australia,Victoria,,AU-VIC,,2020-10-13,-44,-12,-31,-70,-35,17
AU,Australia,Western Australia,,AU-WA,,2020-10-13,-2,3,-13,-26,2,2
AU,Australia,,,,,2020-10-13,-19,-3,-16,-42,-14,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-14,-9,3,-2,-26,-3,6
AU,Australia,New South Wales,,AU-NSW,,2020-10-14,-15,-1,-10,-36,-11,7
AU,Australia,Northern Territory,,AU-NT,,2020-10-14,18,25,24,-26,20,0
AU,Australia,Queensland,,AU-QLD,,2020-10-14,-8,-1,-9,-33,-4,4
AU,Australia,South Australia,,AU-SA,,2020-10-14,-7,4,-4,-16,0,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-14,-16,-9,-43,-37,7,2
AU,Australia,Victoria,,AU-VIC,,2020-10-14,-42,-10,-7,-68,-33,17
AU,Australia,Western Australia,,AU-WA,,2020-10-14,-3,2,-19,-24,4,2
AU,Australia,,,,,2020-10-14,-17,-3,-10,-41,-13,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-15,-5,3,9,-23,-2,4
AU,Australia,New South Wales,,AU-NSW,,2020-10-15,-11,0,1,-33,-11,7
AU,Australia,Northern Territory,,AU-NT,,2020-10-15,20,19,29,-19,17,0
AU,Australia,Queensland,,AU-QLD,,2020-10-15,-7,1,2,-33,-5,3
AU,Australia,South Australia,,AU-SA,,2020-10-15,-4,6,-19,-15,-1,3
AU,Australia,Tasmania,,AU-TAS,,2020-10-15,-18,-11,-52,-43,4,5
AU,Australia,Victoria,,AU-VIC,,2020-10-15,-47,-12,-37,-71,-34,19
AU,Australia,Western Australia,,AU-WA,,2020-10-15,-1,1,-17,-22,3,2
AU,Australia,,,,,2020-10-15,-18,-2,-10,-40,-13,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-16,-4,2,-5,-21,-1,6
AU,Australia,New South Wales,,AU-NSW,,2020-10-16,-12,2,-20,-33,-10,6
AU,Australia,Northern Territory,,AU-NT,,2020-10-16,23,33,19,-24,21,-1
AU,Australia,Queensland,,AU-QLD,,2020-10-16,-4,2,3,-29,-1,2
AU,Australia,South Australia,,AU-SA,,2020-10-16,-5,6,-33,-11,1,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-16,-15,-8,-43,-43,10,3
AU,Australia,Victoria,,AU-VIC,,2020-10-16,-41,-4,-29,-68,-32,18
AU,Australia,Western Australia,,AU-WA,,2020-10-16,1,4,-14,-26,4,2
AU,Australia,,,,,2020-10-16,-15,2,-17,-38,-11,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-17,2,4,16,-12,8,2
AU,Australia,New South Wales,,AU-NSW,,2020-10-17,-9,2,-4,-22,-3,3
AU,Australia,Northern Territory,,AU-NT,,2020-10-17,23,26,33,-32,7,0
AU,Australia,Queensland,,AU-QLD,,2020-10-17,-1,4,9,-26,-4,2
AU,Australia,South Australia,,AU-SA,,2020-10-17,-2,5,-18,-22,-6,3
AU,Australia,Tasmania,,AU-TAS,,2020-10-17,-17,-16,-58,-57,-9,6
AU,Australia,Victoria,,AU-VIC,,2020-10-17,-45,-5,-31,-66,-19,17
AU,Australia,Western Australia,,AU-WA,,2020-10-17,4,4,-2,-29,-4,2
AU,Australia,,,,,2020-10-17,-15,0,-5,-34,-7,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-18,-3,4,50,-25,2,2
AU,Australia,New South Wales,,AU-NSW,,2020-10-18,-11,0,-12,-34,-7,5
AU,Australia,Northern Territory,,AU-NT,,2020-10-18,19,25,31,-36,9,1
AU,Australia,Queensland,,AU-QLD,,2020-10-18,-3,2,7,-35,-9,2
AU,Australia,South Australia,,AU-SA,,2020-10-18,-4,5,-8,-26,-10,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-18,-21,-9,-44,-56,-10,4
AU,Australia,Victoria,,AU-VIC,,2020-10-18,-46,-14,-26,-68,-24,14
AU,Australia,Western Australia,,AU-WA,,2020-10-18,2,2,0,-38,-6,2
AU,Australia,,,,,2020-10-18,-17,-3,-6,-41,-12,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-19,-11,4,-1,-21,0,5
AU,Australia,New South Wales,,AU-NSW,,2020-10-19,-14,-1,-18,-37,-11,7
AU,Australia,Northern Territory,,AU-NT,,2020-10-19,21,29,36,-17,24,0
AU,Australia,Queensland,,AU-QLD,,2020-10-19,-6,2,-9,-34,0,3
AU,Australia,South Australia,,AU-SA,,2020-10-19,-5,13,-15,-14,3,2
